Symbol,Name,Price,Market Cap,Sector,Industry,Score,Status,Fail Codes,Rev Growth,Gross Margin,ROIC,Insider Own,PEG,Z-Score
APLD,Applied Digital Corporation,26.7691,7484260864.0,Technology,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",2.501,0.19615,-0.11087332455147975,0.13274,0.39984006397441024,3.013978326544416
SCM,Stellus Capital Investment Corporation,9.7,280788352.0,Financial Services,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.016,1.0,0.08089822646739248,0.03912,-5.56192625,3.0
SNYR,Synergy CHC Corp.,1.32,14852448.0,Healthcare,Unknown,80,Fail,"FAIL_MCAP,FAIL_GROWTH",0.124,0.71083,0.5925802623361399,0.56452,0.3801843548387097,-0.18000112389542977
MAS,Masco Corporation,60.82,12383382528.0,Industrials,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_FLOAT,FAIL_INSIDER",-0.019,0.35678002,0.3922546854714322,0.00225,-8.292882631578948,3.7947972397965724
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",49.38,1819609984.0,Financial Services,Unknown,40,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",0.121,0.0,0.0,0.0,0.6679200826446281,3.0
FRAF,Franklin Financial Services Corporation,47.88,214557904.0,Financial Services,Unknown,70,Fail,"FAIL_PRICE,FAIL_GM,FAIL_INSIDER",0.547,0.0,0.29176978144662785,0.06285,0.18466667276051188,3.0
JD,"JD.com, Inc.",28.315,40963166208.0,Consumer Cyclical,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.015,0.09308,,0.00802,10.094474,
PHG,Koninklijke Philips N.V.,27.79,26640594944.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.011,0.45183,0.07035544434833509,0.0,23.833621818181822,2.1380855316771115
FBLA,"FB Bancorp, Inc.",13.225,193692720.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",-0.189,0.0,0.04253698071081201,0.1385,-3.180615873015873,3.0
HCA,"HCA Healthcare, Inc.",511.19,114313437184.0,Healthcare,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PEG,FAIL_FLOAT",0.067,0.415,0.2296729665637087,0.16158001,2.6912526865671644,2.8386792855662404
SEER,"Seer, Inc.",1.745,98454248.0,Healthcare,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.05,0.51062,-0.33183795298873303,0.09896,20.0,-0.6586384048675868
INTS,"Intensity Therapeutics, Inc.",6.235,15798642.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.083380006,100.0,-25.285505937684793
ING,ING Groep N.V.,26.23,75756994560.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",1.182,0.0,0.18550515510565563,0.0,0.09169917089678511,3.0
XRTX,XORTX Therapeutics Inc.,0.4,2784887.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.10261,100.0,-13.34804404738066
MKZR,"MacKenzie Realty Capital, Inc.",3.775,7423160.0,Real Estate,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.44,0.34244,0.0,0.06829,-2.272727272727273,-0.5918352610693822
FBYD,"Falcon's Beyond Global, Inc.",7.2,348552096.0,Industrials,Unknown,90,Fail,FAIL_PS,0.959,0.79882,4.810721537032702,0.55478,1.0427528675703859,8.962692672419305
CBZ,"CBIZ, Inc.",27.055,1490007296.0,Industrials,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",0.179,0.15217,0.053859351779324945,0.0506,0.8259303351955308,1.529451689509022
CNET,ZW Data Action Technologies Inc.,0.745,2435009.0,Communication Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.47,0.048010003,-1.4157075071784497,0.12307999,-2.127659574468085,-8.200175914042765
HBT,"HBT Financial, Inc.",26.11,950721600.0,Financial Services,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_PEG",0.011,0.0,0.21296535300364744,0.54327,9.728018181818182,3.0
PBR-A,Petróleo Brasileiro S.A. - Petrobras,18.03,117789466624.0,Energy,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.05,0.47632998,0.14541290619106173,0.0,1.15576934,1.2381687486481414
TECK,Teck Resources Limited,48.49,23784241152.0,Basic Materials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.098,0.24701999,0.051955756205177415,0.02792,2.401922040816326,1.8605755675551194
SNA,Snap-on Incorporated,365.49,19026438144.0,Industrials,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.031,0.51735,0.1931885385527844,0.02362,6.147027741935484,7.657180143090535
RAAQ,Real Asset Acquisition Corp.,10.61,244030000.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.0,42.44,20.74819002619975
WLTH,Wealthfront Corporation,7.91,1187452160.0,Technology,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.163,0.89587,0.0,0.13932,4.411600613496932,3.6397690957509083
METC,"Ramaco Resources, Inc.",13.72,926250368.0,Basic Materials,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.251,0.1551,-0.0878440609905259,0.091350004,-3.98406374501992,1.6723173766838677
CIGL,Concorde International Group Ltd.,2.04,55050352.0,Industrials,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.108,0.36543,-10.953799232528185,0.03882,9.25925925925926,-32.871856874406085
BGH,Barings Global Short Duration High Yield Fund,13.9,278893920.0,Financial Services,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.0008,8.63354,3.0
BLIN,"Bridgeline Digital, Inc.",0.8928,11249172.0,Technology,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG",0.032,0.66391,-0.2849228497190968,0.27179,31.25,-7.057120432284308
NVCR,NovoCure Limited,11.905,1354722304.0,Healthcare,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.081,0.74797,-0.2406619324988586,0.09718,12.345679012345679,0.4638595522835738
CMCT,Creative Media & Community Trust Corporation,0.1665,157680.0,Real Estate,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.004,0.39421,0.015171985593235304,0.018380001,-0.007250479,-1.3135162882986857
SYY,Sysco Corporation,83.2901,39890182144.0,Consumer Defensive,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.03,0.18462999,0.1513573883371414,0.00206,7.4833870000000005,5.150543697859554
ROG,Rogers Corporation,101.275,1805497472.0,Technology,Unknown,40,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.048,0.31672,-0.058947235768736464,0.01047,20.833333333333336,6.500924136238081
CCL,Carnival Corporation & plc,24.745,34275280896.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.066,0.55548,0.10699523255261345,0.07836,1.8560607575757573,1.2245423359720067
ALEC,"Alector, Inc.",2.11,232865040.0,Healthcare,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.885,0.0,-144.62091461720405,0.100509994,-1.1299435028248588,-4.9867200111349845
GRX,The Gabelli Healthcare & Wellness Trust,9.247,143310688.0,Financial Services,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.01837,100.0,3.0
SND,"Smart Sand, Inc.",4.305,170959264.0,Energy,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC",-0.058,0.11476,0.003913113585268323,0.34206,-24.741379310344826,2.368669078153278
BEEM,Beam Global,1.47,27973140.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.496,0.14952,-0.2910669153146524,0.09276,-2.0161290322580645,-1.0882181681900183
WIT,Wipro Limited,2.21,23153180672.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.055,0.29608,0.15490956708982342,0.0,2.8701298181818182,2.4335716406557655
LYTS,LSI Industries Inc.,19.47,709159616.0,Technology,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.005,0.25551,0.0908191481015067,0.102469996,-47.487804,4.843461224082535
CVGW,"Calavo Growers, Inc.",24.81,443455904.0,Consumer Defensive,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.208,0.102419995,0.1232267937850257,0.06801,-1.325320576923077,6.186307563343048
ARBB,ARB IOT Group Limited,4.66,8226092.0,Technology,Unknown,80,Fail,"FAIL_MCAP,FAIL_GM",3.317,-0.041279998,,0.35493,0.3014772384684956,
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.",12.7854,311346944.0,Financial Services,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.00767,100.0,3.0
ES,Eversource Energy,72.4,27185954816.0,Utilities,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.134,0.53622,0.06168412350544225,0.00185,1.1848651492537314,0.7632778329318378
OCUL,"Ocular Therapeutix, Inc.",8.485,1847114624.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.224,-2.92043,0.0,0.02809,-4.4642857142857135,5.316401559994007
NATR,"Nature's Sunshine Products, Inc.",23.36,408977728.0,Consumer Defensive,Unknown,70,Fail,"FAIL_GROWTH,FAIL_PEG,FAIL_INSIDER",0.047,0.72420996,0.2370350488067219,0.06033,4.688880212765957,5.553792789308578
WTS,"Watts Water Technologies, Inc.",298.3995,9948617728.0,Industrials,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.157,0.49457002,0.19179969141812397,0.009980001,1.8670272611464969,9.380795994227555
UAMY,United States Antimony Corporation,9.47,1326137216.0,Basic Materials,Unknown,50,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",2.383,0.26449,-0.20671964477489574,0.13486,0.419639110365086,130.81251312755242
TRNS,"Transcat, Inc.",72.35,675183808.0,Industrials,Unknown,60,Fail,"FAIL_PRICE,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.256,0.32453,0.044148914815675205,0.02217,3.3249080078124997,5.478308168081449
CNTX,Context Therapeutics Inc.,2.9,266449616.0,Healthcare,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.01181,100.0,54.693789295726475
HFBL,"Home Federal Bancorp, Inc. of Louisiana",17.89,55005272.0,Financial Services,Unknown,80,Fail,"FAIL_GROWTH,FAIL_GM",0.171,0.0,0.31943647745411013,0.42334998,0.619052514619883,3.0
JCTC,Jewett-Cameron Trading Company Ltd.,1.75,6160199.0,Basic Materials,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC",-0.066,0.08552,-0.17593946622193302,0.26596,-15.15151515151515,3.7738315836892866
BRC,Brady Corporation,84.89,4008308736.0,Industrials,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PEG,FAIL_INSIDER",0.077,0.51075,0.16409446485199133,0.03167,2.5818911688311688,7.0353245056698706
LAB,Standard BioTools Inc.,0.9647,370990240.0,Healthcare,Unknown,70,Fail,"FAIL_GROWTH,FAIL_PS,FAIL_INSIDER",-0.142,0.49855998,,0.025320001,-7.042253521126761,
IRHOU,Iron Horse Acquisitions Corp. II,9.96,0.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.015700001,100.0,-4.326851961028954
ESCA,"Escalade, Incorporated",17.6,242945920.0,Consumer Cyclical,Unknown,70,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC",-0.022,0.26918,0.07916464311898948,0.25858998,-8.080808636363637,5.956402097859308
VCTR,"Victory Capital Holdings, Inc.",68.1225,4423565824.0,Financial Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",0.61,0.56560004,0.11743105665557461,0.098179996,0.27371626229508195,2.5732910050443256
FSLY,"Fastly, Inc.",26.1391,3967915264.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.228,0.57082003,-0.09219193647323283,0.07005,4.385964912280701,3.5689959025736173
ENOV,Enovis Corporation,23.485,1344401920.0,Healthcare,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.026,0.60885,-0.4046251319088545,0.020610001,38.46153846153846,-0.3825440284058148
MTW,"The Manitowoc Company, Inc.",11.9793,424946688.0,Industrials,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.136,0.18059999,0.025691356160598037,0.049239997,4.404154117647058,2.1087545464528685
ALFUU,Centurion Acquisition Corp.,10.89,0.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.0,100.0,-0.0680074923440984
ALCYU,Alchemy Investments Acquisition Corp 1,15.0,0.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.0,100.0,0.24907093714985118
PEPG,PepGen Inc.,4.93,340738400.0,Healthcare,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,-0.9011795046332839,0.00715,100.0,3.9965885268225803
NXST,"Nexstar Media Group, Inc.",232.52,7051865600.0,Communication Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_INSIDER",-0.133,0.55385,0.035880526272779274,0.06814,-5.82756917293233,1.639798399006861
SEZL,Sezzle Inc.,67.6,2308749824.0,Financial Services,Unknown,70,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_PS",0.322,0.73175,0.5395157305569284,0.49255002,0.5643491614906831,9.263731479952344
MSGS,Madison Square Garden Sports Corp.,314.9,7579432448.0,Communication Services,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.128,0.32784,0.007500598463842794,0.037639998,7.8125,2.9221562178550697
NEOV,NeoVolta Inc.,3.75,159667216.0,Industrials,Unknown,60,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_INSIDER",3.335,0.19045,0.0,0.11553001,0.29985007496251875,18.798063227374804
NNVC,"NanoViricides, Inc.",1.13,24402350.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.028010001,100.0,-15.899167623476604
CHI,Calamos Convertible Opportunities and Income Fund,11.355,904172352.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.302,1.0,0.0,0.00044,-0.1716864668874172,3.0
AM,Antero Midstream Corporation,22.8,10859069440.0,Energy,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT",0.031,0.81581,0.11020774366832743,0.30824,8.552137741935484,2.3609049579288945
SCSC,"ScanSource, Inc.",34.7,761404928.0,Technology,Unknown,40,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.025,0.13746999,0.08370176371011631,0.01957,4.2839508,3.674235607556006
MTC,"MMTec, Inc.",5.94,149610112.0,Technology,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.82208,-1.581911130151354,0.0018000001,100.0,-3.6511354967827025
ISBA,Isabella Bank Corporation,44.58,326998592.0,Financial Services,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_INSIDER",0.143,0.0,0.1746135157438004,0.07567,1.2177667132867134,3.0
WVVIP,"Willamette Valley Vineyards, Inc.",3.0,22899300.0,Consumer Defensive,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_INSIDER",-0.109,0.60542,0.0023319147534916138,0.00246,-2.038735871559633,1.2170974888614245
AESI,Atlas Energy Solutions Inc.,13.64,1693560448.0,Energy,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT",-0.081,0.28377,-0.012927794764907546,0.35067,-12.345679012345679,1.4934686361140213
ISSC,"Innovative Aerosystems, Inc.",29.53,524994496.0,Industrials,Unknown,70,Fail,"FAIL_PRICE,FAIL_GM_TREND,FAIL_PS",0.366,0.50797004,0.1973204939477398,0.18732001,0.7611609836065573,10.413744168189933
LAES,SEALSQ Corp,3.03,542069440.0,Technology,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.001,0.44762,-9.158802691831385,0.03383,-1000.0,16.412823296908908
TBI,"TrueBlue, Inc.",3.51,105519864.0,Industrials,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.083,0.22566,-0.07891043411036312,0.07753,12.048192771084336,3.507305442695163
ADPT,Adaptive Biotechnologies Corporation,13.32,2051034496.0,Healthcare,Unknown,40,Fail,"FAIL_MCAP,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.51,0.74236,0.0,0.020569999,1.9607843137254901,1.2798788293088794
PAX,Patria Investments Limited,11.33,1806778624.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.154,0.55724,0.12279947242062117,0.03147,-1.0819327272727273,2.067958788116197
OBE,Obsidian Energy Ltd.,8.585,579987776.0,Energy,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.392,0.55566,0.0,0.10087,-0.6083474744897959,0.5505840098151722
KYTX,"Kyverna Therapeutics, Inc.",8.54,509040384.0,Healthcare,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.091450006,100.0,6.44660805185936
LSTR,"Landstar System, Inc.",147.72,5073399808.0,Industrials,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_INSIDER",-0.029,0.19121,0.24394111007219735,0.0086900005,-15.38910344827586,9.688520245344655
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",14.19,39332492.0,Consumer Cyclical,Unknown,70,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC",-0.086,0.41764998,-1.1180432298823901,0.15515,-11.627906976744187,-1.8763149968191644
CNR,"Core Natural Resources, Inc.",97.51,4996361216.0,Energy,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",0.818,0.14886,-0.03431364195552398,0.02456,1.2224938875305624,2.0830668501951957
CHNR,"China Natural Resources, Inc.",3.4294,4308657.0,Basic Materials,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,-0.03685573076017887,0.56498003,100.0,-6.126741066046419
FHTX,Foghorn Therapeutics Inc.,4.92,288805216.0,Healthcare,Unknown,60,Fail,"FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS",2.238,-1.76508,0.0,0.17994,0.44682752457551383,-4.489277930378274
KW,"Kennedy-Wilson Holdings, Inc.",10.875,1505801600.0,Real Estate,Unknown,70,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT",-0.057,0.74028,0.030090426464677505,0.1545,-17.543859649122805,0.255912963347717
GM,General Motors Company,74.0615,69089107968.0,Consumer Cyclical,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.051,0.107209995,0.019985105866446303,0.0026800002,-4.4409366666666665,1.2151650768670166
SLND,"Southland Holdings, Inc.",0.703,38041464.0,Industrials,Unknown,60,Fail,"FAIL_MCAP,FAIL_GM,FAIL_ROIC,FAIL_PEG",0.231,0.04894,-0.18744050319371636,0.76802003,4.329004329004329,0.6143385725869166
TWI,"Titan International, Inc.",7.37,471857280.0,Industrials,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.07,0.13255,0.1452138308927589,0.062129997,14.285714285714285,1.87747612888256
SLP,"Simulations Plus, Inc.",11.735,236420176.0,Healthcare,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS",-0.027,0.59604,0.06404161101067625,0.17315,-37.03703703703704,20.68671978845831
WALD,Waldencast plc,1.46,180976064.0,Consumer Defensive,Unknown,80,Fail,"FAIL_GROWTH,FAIL_ROIC",-0.017,0.67267996,-0.03791375385388716,0.55685,-58.8235294117647,0.23402833084488095
HUIZ,Huize Holding Limited,1.8449,18612414.0,Financial Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT",0.402,0.29248,-0.09141576428673023,0.15199,0.15825185074626866,0.8814909226255803
FRGT,"Freight Technologies, Inc.",1.0901,1705185.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",0.302,-0.24430999,-1.9788819867999081,0.04144,0.0006759555960264901,-11.567754846609017
FFIN,"First Financial Bankshares, Inc.",28.82,4127848448.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.145,0.0,0.4857456978653785,0.0361,1.1229300689655173,3.0
NML,Neuberger Berman Income Funds - Neuberger Energy Infrastructure and Income Fund Inc.,10.2104,578510272.0,Financial Services,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.0,113.44888,3.0
KLC,"KinderCare Learning Companies, Inc.",2.085,246694192.0,Consumer Defensive,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.064,0.21889,-0.0035989600496368025,0.04736,15.625,0.6990338990720287
FEMY,Femasys Inc.,0.5939,35338152.0,Healthcare,Unknown,50,Fail,"FAIL_MCAP,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.314,0.63052,-2.734289848661377,0.08392,3.1847133757961785,-16.703183056094183
SLDP,"Solid Power, Inc.",3.13,690410176.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.424,-0.15274,-0.23214104372654412,0.104720004,-2.358490566037736,9.8209322917312
ACXP,"Acurx Pharmaceuticals, Inc.",4.735,12058705.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.045050003,100.0,-13.369365485197939
